id,slug,name,address,description,lat,lon,website,is_farm,is_foodartisan,is_distributor
1547011,ecoreality-sustainable-land-use-and-education-cooperative,EcoReality Sustainable Land Use and Education Cooperative,"2152 Fulford-Ganges Road, Salt Spring Island, BC","We are developing an ecovillage in the South Gulf Islands of British Columbia, Canada. The ecovillage is working to be a model of co-operative, sustainable land habitation and land use and features public outreach and education as included goals. We offer the following products and services (oops formatting is destroyed!):

* Permaculture consulting and training,
* Permaculture and sustainability workshops,
* internships and apprenticeships,
* organic produce and value-added products,
* Community Supported Dairy (raw goat dairy products to herd shareholders),
* medicinal herbs and starts,
* greenhouse starts,
* and much more.

Visit our website for details!",48.8107268,-123.4788374,http://www.EcoReality.org,1,1,0
1658001,gunthorp-farms,Gunthorp Farms,"0435 N 850 E Lagrange, IN 46761","Certified Organic farm that raises hogs, chickens, ducks, and rabbits. They strive to bring the midwest the highest quality meats. We have a USDA inspected meat processing plant on the farm. Our products are raised, processed and handled according to the highest standards. They bucked the commercial factory-type trend and used ‘out to pasture’ technique and made his own feed after prices bottomed out in ’98 due to over-production. They were one of the first sustainable pig farmers in Indiana.",41.6467822,-85.2681646,http://www.gunthorpfarms.com/,1,0,0
1777025,old-pine-farm,Old Pine Farm,"Manchester, MI","Pastured meat CSA spots still open! We sell great tasting, high quality, lean meats raised the old-fashioned way with animals out on pasture. Humane treatment of our animals is top priority. No growth hormones, antibiotics or animal by-products.  The CSA includes a monthly variety of beef, pork, chicken, and lamb, and occasionally bison and emu. We also sell meat in bulk (by the quarter or half).  In addition, we raise a variety of animal breeds recognized by the American Livestock Breed Conservancy and the Slow Food Ark of Taste - like Scottish Highlander Cattle and Guinea Hogs.  We are happy to answer your questions. Please see our website or email us to find out more!",42.1503177,-84.037723,http://oldpinefarm.com,1,0,0
1821001,swede-farm-dairy,Swede Farm Dairy,"26373 W Brooks Road, Waller, Texas 77484","Our intention in starting Swede Farm Dairy was to provide our family with the freshest, best tasting dairy products to be had. We wanted more for our table than mass produced factory food, we wanted wholesome food that we could take responsibility for. We wanted a way to return to a time when families were intricately connected with what they ate and drank. We found a deep sense of satisfaction in being able pour a glass of cold milk for our children and know exactly how that milk was made, what the goats ate, how they lived, and the work that went into getting the milk from the pasture to the table.


Now we want to bring that milk from our farm to your table. While it may not be quite the same as milking the goat yourself, we think it is something pretty special to be able to drink milk produced locally from goats that you can come out and pet! We work hard to provide milk that is fresh and minimally processed. About the only ""tinkering"" we do with our milk is to turn some of it into yogurt! So here it is, a labor of love from our hands to yours...Swede Farm Dairy Goat Milk!",30.210018,-95.899135,www.swedefarm.com,1,0,0
1883001,steinhauser-farms,Steinhauser Farms,"6257 East Joy Rd, Ann Arbor, MI",We produce some of the best  tasting beef and pork you will ever eat. We breed and raise Berkshire hogs. Our cattle are finished off with spent brewer's grain. Our animals have large areas to graze and roam on our farm. We do not use hormones or antibiotics on any of our animals.,42.3467411,-83.640213,http://www.steinhauserfarms.com,1,0,0
1893036,niman-ranch,Niman Ranch,"1600 Harbor Bay Parkway Suite 250 Alameda, CA 94502","A network of 676 sustainable U.S. family farmers and ranchers  provide beef for Niman Ranch. All Niman Ranch meats are raised traditionally, humanely and sustainably to deliver the finest tasting meat in the world.

We are proud that all our livestock is: Humanely Raised on Sustainable U.S. Farms and Ranches, Never Given Antibiotics - Ever, Never Given Any Added Hormones - Ever, Fed All Vegetarian Feeds (from www.nimanranch.com)

Niman Ranch beef is pasture-raised and grain finished. Niman Ranch offers fresh beef, pork, lamb and cage-free eggs as well as a complete line of smoked and prepared items.

From their website: Today, the Niman Ranch network has grown to include over 676 independent American farmers and ranchers. Whether they raise hogs, beef or lamb, they all share Niman Ranch's dedication to strict protocols and the belief that all-natural, humane and sustainable methods produce great flavor.",37.724702,-122.240681,http://www.nimanranch.com,0,0,1
2063021,old-friends-farm,Old Friends Farm,"Amherst, MA","We are proud to be farmers.  We love what we do and we love helping to facilitate the connection of agriculture and community. We encourage you to ask questions about where your food comes from, how it is grown, and what it takes to get from its source to your table.  Customer feedback is a vital part of our farm system.  Please feel free to contact us.",42.3803676,-72.523143,www.oldfriendsfarm.com,1,0,0
2073026,chick-farm,Chick Farm,"19 Waldo Way, Wells, ME 04090","We're a small family farm raising certified organic poultry, eggs, vegetables, and berries in the southern Maine town of Wells.",43.3778165,-70.6264205,http://www.chickfarm.com,1,0,0
2128004,wade-acres-farm-ranch,Wade Acres Farm & Ranch,"Silma, CO","Wade Acres is a 1st generation farm.  We started with nothing 3 years ago and have been working hard ever sence.  We seel quality pastured beef & chicken eggs, organic produce and all types of horses.",39.1416551,-104.0838479,http://ranchwabble.wordpress.com/,1,0,0
2447002,s-s-lamb-llc,"S&S Lamb, LLC","4020 W. Blue Road, McBain, MI 49657","Our small farm has been in our family for three generations!  We are dedicated to producing quality meat the ""old fashioned"" way.  Our land is chemical free and fertilized by the animals we graze. We are hands on farmers which means we know our animals and they know us. From birth to processing we handle every aspect of our animals lives and we respect the opportunity given us as farmers.  We do not use growth hormones, additives, unnecessary antibiotices or any chemicals in their growth process.They grow naturally. We are dedicated to preserving and protecting the small farms and the life that they offer.",44.2662503,-85.1749563,,1,0,0
2459001,crane-dance-farm,Crane Dance Farm,"Middleville, MI","Named for the Sandhill Cranes that make the farm their home each spring, Crane Dance Farm nestles among the rolling hills, woods, and wetlands of Middleville in Barry Country, Michigan ~ a perfect setting for a sustainable, regenerative, pasture-based farm. Providing chemical-free, nutritious, and delicious pork, beef, lamb, poultry, and eggs is our life goal, as we work humanely with our animals and in harmony with our land. 

Because we are committed to genetic diversity, we include endangered heirloom animals in our breeding stock and heirloom vegetables and grains whenever possible.  Never do we apply toxic pesticides, herbicides, chemicals, or fertilizers to our land.  On Crane Dance Farm, lush pasture, portable pens, fresh air, and sunshine nurture animals to thrive without the use of hormones, systemic biocides, or antibiotics. We believe that our farming philosophies and techniques (in stark contrast to the confinement life of factory farmed animals that are pumped full of chemicals and drugs to stay alive) are better for the earth, better for the animals, and, ultimately, better for the humans.

The vast majority of our ruminants, pigs, and poultry are bred, birthed/hatched, and raised on the farm, assuring quality control from breeding through processing.  We grind our own mineral-rich grains, most of which are grown by a certified organic farmer, and the remainder of which are purchased from local sources.  We avoid supporting any aspect of the industrial agricultural complex which would chemically infuse, genetically modify, and inhumanely treat and house animals.
Most important of all, we have the joy of wonderful, savvy customers who offer such affirmations as:
            ""You have the best pork chops on the planet,""  or
            ""Your turkey was the most delicious turkey I've ever had in my life,"" or
            ""If we can't get eggs from Crane Dance Farm, we just don't eat eggs!"" or
            ""Thank you, Jill and Mary, for your hard work that is making a huge difference in the health of my family."" 

Our pastured heirloom pork and chicken eggs are Animal Welfare Approved.",42.7130889,-85.4619599,http://www.cranedancefarm.com/,1,0,0
2523001,abundantly-green,Abundantly Green,"1146 NE Madison Rd, Poulsbo, WA","Abundantly Green grows certified organic produce, fruit, and pasture raised meat birds. Our 100% grass fed beef is USDA. Our seasonal produce is available year round through our CSA, Farm Store, and fresh list. During laying season we have chicken and duck eggs. We are a diversified farm that welcomes you to visit your vegetables. Farm Store is open Tuesday 2 to 6:30 p.m. year round. See our website, www.abundantlygreen.com for more information.",47.666748,-122.636602,http://www.abundantlygreen.com,1,0,0
4128005,yeehaw-farm,Yeehaw Farm,Duncannon Pa,"Diversified, all natural 4th generation family farm offering a whole diet, meat and vegetable CSA. We raise Hereford beef cattle, heritage Hereford pigs, meat goats, heritage turkeys, chickens, ducks, geese and eggs. Also milk Jersey cows, registered dairy goats and milking sheep.",40.3981415,-77.0230334,http://www.yeehawfarm.webs.com,1,0,0
4674068,walpole-valley-farms,Walpole Valley Farms,"663 Wentworth Road  Walpole, NH 03608","Walpole Valley Farms is a family-owned and operated farm in the heart of the Connecticut River Valley in the great State of New Hampshire. Three generations of family and some great hired help run the daily operation.

 

Sustainable farming practices are the root of our endeavors. Come and stay awhile, whether it's for a farm tour or an extended stay at our inn. We look forward to your visit. (from www.walpolevalleyfarms.com)",43.0355347,-72.4261369,http://www.walpolevalleyfarms.com/,1,0,0
4704044,schenker-family-farms,Schenker Family Farms,"1231 West 510 Ave, McCune,","Certified Naturally Grown. Animal Welfare Approved. Meat, preserves, and honey.",37.3545917,-95.0373649,http://schenkerfarms.com/,1,0,0
4712042,open-a-bar-2-ranch-llc,"Open A Bar 2 Ranch, LLC","100133 C.R. 4, Lyman, NE","The Open A Bar 2 Ranch, LLC is a family owned and operated all natural beef and pastured poultry operation. We are located in Western Nebraska between Scottsbluff, NE and Torrington, WY. Our goal is to provide an alternative source of all natural beef and poultry to the discriminating consumer.",41.8677,-104.0,http://openabar2ranch.com,1,0,0
4716006,violet-hill-farm,Violet Hill Farm,"west winfield, ny","From their website: Violet Hill Farm is located in West Winfield, New York.  It is our goal to provide the food for our customers that we feed our own families.  We raise seasonally pasture raised animals, carry an array of foraged fresh and dried culinary and medicinal mushrooms and truly running wild hens eggs.  We continue to add to our ""GONE WILD!"" line of foraged products - as Nature provides - and we'll be adding fresh duck eggs in Spring 2011. 
               
We stand firmly behind treating our environment and animals with the respect and kindness they deserve; from the hens that lay our eggs, the pigs, lambs, chickens and guinea hen that feed us, the woods and fields that provide us food surprises and every bug and toad in between...",42.8853488,-75.1932175,www.violethillfarm.com,1,0,0
4724049,gunpowder-bison-trading-co,Gunpowder Bison & Trading Co.,"1270 Monkton Rd. Monkton, MD 21111","We pasture raise bison and sell the meat in our retail store location. We do not use hormones, antibiotics, or feed additives. Our farm store also features bison hides, skulls and leather products.",39.5879153,-76.6342559,Www.gunpowderbison.com,1,0,0
4759120,gorman-heritage-farms,Gorman Heritage Farms,"10052 Reading Rd, Cincinnati, OH","Gorman Heritage Farm is a local 120-acre working and educational farm, located just minutes from Cincinnati, off  I-75 and I-71 in Evendale, Ohio. The Farm is managed by the Gorman Heritage Farm Foundation, a 501(c)3 non-profit organization. 

We are open for casual visits, school field trips, group rentals and, of course, food buyers!",39.2451736,-84.4268171,http://www.gormanfarm.org,1,0,0
4789076,smith-meadows-farm,Smith Meadows Farm,"568 Smithfield Lane, Berryville, VA 22611","At Smith Meadows, we take great pride in our mission to create a healthy farm environment, thereby producing healthy and contented animals.

Our cattle, pigs, goats sheep and chickens are regularly rotated to a fresh paddock of grass. Grass-fed animals produce naturally leaner meats with the added benefits of beta-carotene, Omega-3 fatty acids and CLA. The anti-oxidant Vitamin E, which is derived from fresh pasture, is a bonus for our customers.

All of our animals are handled humanely from the day they are born. They are never fed animal by-products, given growth hormones or antibiotics.

In addition, the pastures have not been chemically fertilized or treated with pesticides and herbicides.

The result is a beautiful, healthy farm environment where all the animals are able to flourish, naturally.

We are a family friendly environment where you are welcome to roam the fields and see the animals up close. Please confirm when calling so that a staff person or a family-member will be available to assist you at the farm.",39.172115,-77.8994909,http://www.smithmeadows.com/,1,0,0
4805036,tara-firma-farms,Tara Firma Farms,"3796 I Street Ext, Petaluma, CA","Working in harmony with land and animals, 
we offer our community real food that balances the needs of our environment with the needs of our nutrition.
Tara Firma Farms is locally owned and operated in Petaluma, CA.",38.203085,-122.622443,www.tarafirmafarms.com,1,0,0
4809040,clear-spring-creamery,Clear Spring Creamery,"Clear Spring, Maryland","Clear Spring Creamery, a dairy farm in Clear Spring, Maryland has been in the Seibert family for more than 100 years. Our farm is Maryland's first Organic farmstead creamery and produces all grass based dairy products. The business is owned and operated by our family and the utmost attention to detail and quality is guaranteed.
this is what makes the cows happiest

Our animals are treated with care and are able to live their life as nature intended, on pasture and in the fresh air. Cows are grazed using an intensive rotational grazing system and are never given hormones. Every acre of the farm is planted in perennial grasses, ensuring environmental sustainability.

Our goal is to provide wholesome, nutritious and delicious food to you and your family. We strive to reach this goal while enriching the natural environment of our farm and raising healthy, happy animals.",39.6562064,-77.9316649,http://www.clearspringcreamery.com/,1,1,0
4843074,herondale-farm,Herondale Farm,"90 Wiltsie Bridge Road, Ancramdale, NY 12503","We raise 100% Grass Fed Beef and Lamb, and Pasture Raised Chicken and Pork.

We pursue sustainable farming practices through holistic management. By managing land resources in partnership with grazing animals, we strive to increase land productivity, optimize water resources, preserve food sources, create sustainable livelihoods and remove carbon dioxide from our atmosphere—oh and did we say—have some fun!!

We raise healthy and happy animals. We use no hormones or antibiotics. Our chickens and pigs are a seasonal business—from spring through late fall—to ensure that they have grass as a big part of their diet. As soon as the chickens have feathers they are living outside in the paddocks surrounding the barns, gleaning a great deal of nutrition from the pasture. The pigs are always outside rooting up marginal fields or woodlots. And the cows and lambs graze the fields as long as the grass is standing, after which they enjoy the alfalfa baleage and hay that we put up for supplemental winter-feed.

In essence we are trying to turn back the clock—to produce meat and poultry that tastes as good as it did several decades ago before farms got turned into factories. By raising the animals in their natural environment and with their natural diets we are simply letting nature dictate the quality of their lives and their meat. (from their website)",42.0652674,-73.568684,http://www.herondalefarm.com/,1,0,0
4882001,marys-free-range-chicken,Mary's Free-Range Chicken,"Sanger, CA","Mary’s Free Range Chickens is proud to be family owned and operated since 1954.  Mary's son, David Pitman, is a third-generation Pitman farmer that leads the company today. David and his brothers have been taught by their father Rick, who learned from his father Don, about the importance of animal husbandry and our responsibility to protect the welfare of animals.  Learn more about your 5-Step Farmer that is making a difference, David Pitman. 
http://www.globalanimalpartnership.org/


Mary’s Free Range Chickens has joined the 5-Step Animal Welfare Rating Standards Program with Global Animal Partnership.  The 5-Step Animal Welfare Rating Standards Program structure encourages higher welfare practices and systems to the benefit of farmers, consumers, retailers, and the animals. Step 1 to Step 5+ ratings have their own requirements that must be met before certification. 


All of Mary's chickens grow naturally with plenty of room to roam in a caring environment on ranches in sunny California. Mary’s Chickens are fed a high quality vegetable diet with no animal by-products or additives. 

Vegetarian Diet:
70% Corn
25% Soybean Meal
5% Vitamins and Minerals
Gluten Free
No Preservatives
No Antibiotics Ever
Raised Without Added Hormones",36.708006,-119.5559652,http://www.maryschickens.com/,1,0,1
4934168,fudge-family-farms,Fudge Family Farms,"13181 Sugar Plum Lane Madison, AL  35756-3333",Duroc pigs blended with Berkshires. Raised on pasture. Animal Welfare Approved.,34.7469041,-86.8093059,http://www.fudgefamilyfarms.com,1,0,0
4951119,richardson-farms,Richardson Farms,"2850 County Road 412  Rockdale, TX 76567","The Richardson family has been involved in farming for several generations.  We are conservation minded in our farming efforts (see ""Conservation Tillage"") and care deeply about the health and well-being of our animals.  All of our livestock are in large open
areas/pastures and are free to interact with each other. They are free range, and are never given antibiotic feed or growth hormones. The supplemental feed is produced on our farm. Our beef and pork is available by the cut, by the half or by the whole. In addition to selling at local farmers markets, we are also suppliers to several restaurants including Kerby Lane, Chipotle, Olivia, Lucy's, Barley Swine, Jack Allen Kitchen, East Side Show Room, Fabi + Rossi, Trio at the Four Seasons, La Condesa, House Pizzeria, Dai Due, and Taco Deli. We also provide produce to Wheatsville Co-Op, Bountiful Sprout Co-Op, Farmhouse Delivery and Greenling.",30.7241323,-97.1366822,http://www.richardsonfarms.com,1,0,0
4956025,lubbers-family-farm,Lubbers Family Farm,"862 Luce St SW, Grand Rapids, MI",,42.9490989,-85.802055,http://www.lubbersfarm.com,1,1,0
5055119,liberty-delight-farms,Liberty Delight Farms,"1733 Oakland Road, Reisterstown, MD 21136","The cattle which roam over 65 acres of pasture are primarily grass fed and never receive feed additives, growth hormones, or steroids.",39.419284,-76.862978,http://libertydelightfarms.com/,1,0,0
5072061,melo-farms,Melo Farms,"Yale, MI","Our mission is to provide a healthier pork offering in terms of the life the pigs live, including the care they receive and the food they consume. We’ve started our farm here in Yale, Michigan in April 2010, with our first group of pure breed Berkshire heritage pigs arriving in May. Join us in our journey as we begin to transform our 40 acre farm into a model of sustainable growth, embracing humane animal husbandry and employing natural farming practices with a heritage breed of swine. We believe the vital ingredient to our quality pork is creating and maintaining a natural and safe environment for our hogs to live, play and thrive. In addition to free range grass pasture, we buy local grain from our neighbors and grind wheat and corn for feed on our property. This enables us to be close to zero carbon use in terms of feed transportation. Our role is to be a good steward to the land we occupy, the animals we raise and to you our customers as we strive to be a positive force in this challenging time of food opportunities. (Info from their website)",43.130026,-82.7982634,www.melofarms.com,1,0,0
5098313,stone-barns-center-for-food-and-agriculture,Stone Barns Center for Food and Agriculture,"630 Bedford Road Pocantico Hills, NY","Stone Barns Center for Food and Agriculture is a non-profit farm and education center located just 25 miles north of Manhattan in Pocantico Hills, New York. Stone Barns operates an 80-acre four-season farm and is working on broader initiatives to create a healthy and sustainable food system. Through our Growing Farmers Initiative, children’s education programs, and diverse public awareness programs, we aim to improve the way America eats and farms. (from website)",41.1009249,-73.829348,http://www.stonebarnscenter.org,1,0,0
5103052,many-rocks-farm,Many Rocks Farm,"Keedysville, MD 21756","We LOVE goats! Goat meat, goat sausage, goat lotion, goat milk soap - come and try, you will too!  We also have Heritage Ducks, Cubalaya chickens, Mulefoot hogs, along with Chevon and Kiko goats.",39.4862106,-77.6997141,http://www.manyrocksfarm.com/,1,1,0
5161260,goldenrod-farm,Goldenrod Farm,"12925 Whittaker Road, Milan, MI","Hi Folks!- We are a young couple (Adam and Laura), transplanted in Michigan, reviving an old organic farm called Goldenrod in Milan along with our fantastic farm mates (Elliot, Mary, and Paul). We practice sustainable agricultural practices because we believe that you should take care of the earth and not pollute it with pesticides. Our chickens are pastured (are free to forage the farm from sun up to sun down) and they give us lovely compost as well as tasty and highly nutritious eggs.",42.100087,-83.593212,www.thefarmatgoldenrod.blogspot.com,1,0,0
5177086,polyface-farms,Polyface Farms,"43 Pure Meadows Lane Swoope, VA 24479","IN 1961, William and Lucille Salatin moved their young family to Virginia’s Shenandoah Valley, purchasing the most worn-out, eroded, abused farm in the area near Staunton.  Using nature as a pattern, they and their children began the healing and innovation that now supports three generations.

 

Disregarding conventional wisdom, the Salatins planted trees, built huge compost piles, dug ponds, moved cows daily with portable electric fencing, and invented portable sheltering systems to produce all their animals on perennial prairie polycultures.

 

Today the farm arguably represents America’s premier non-industrial food production oasis.  Believing that the Creator’s design is still the best pattern for the biological world, the Salatin family invites like-minded folks to join in the farm’s mission:  to develop emotionally, economically, environmentally enhancing agricultural enterprises and facilitate their duplication throughout the world.

 

The Salatins continue to refine their models to push environmentally-friendly farming practices toward new levels of expertise.",38.118076,-79.2263635,http://www.polyfacefarms.com/,1,0,0
5207077,the-farm-at-our-house,The Farm at Our House,"Zion Rd., Brookeville, MD, 20833","Our House Farm is a 3.5 acres organic vegetable farm with a flock of 100 free-range laying hens. We farm on the land of Our House, a residential job-training program for at-risk young men. Through the farm, these young men can choose to gain employment and experience in organic farming. We sell at Silver Spring, Olney, and Crossroads farmers markets, to local restaurants like Ricciuti's, and through our small CSA.",39.2167839,-77.077895,http://ourhousefarmmd.com/,1,0,0
5208240,skyelark-ranch,Skyelark Ranch,"11600 St. Hwy 16, Brooks, CA, 95606","Skyelark Ranch~ Always good natured.
At Skyelark Ranch, our goal is to raise livestock in a way that is both humane and in balance with our land, our community, and our surroundings. Skyelark Ranch is operated as a family business and partnership by Alexis and Gillies Robertson with varied amounts of help and hindrance from our Border Collie, Skye. Our animals are raised on grass, without the use of chemicals, growth hormones, or antibiotics, and in tune with the seasons of our Mediterranean climate. On a seasonal basis, we offer grass-fed lamb as well as pastured chicken and pork. We also have greased wool perfect for hand-spinning. Please feel free to contact us directly to find out what’s available now.

~Alexis and Gillies Robertson (and Skye the Dog)",38.776922,-122.162581,http://www.skyelarkranch.com/,1,0,0
5210321,tlv-tree-farm,TLV Tree Farm,"15155 Triadelphia Mill Rd, Glenelg, Md 21737","We are a Howard County Farm that grows vegetables, fruit, fresh eggs, fresh farm pork, lamb, beef and chicken. We have tours in October for groups interested in the pumpkin patch and learning about agriculture, and Christmas Trees in December, with our special guest Santa on the weekends.",39.238243,-77.033399,www.tlvtreefarm.com,1,0,0
